0, Leagal Weapons, 8.18985533949
1, Weapons Abadaba, 6.10635139624
2, Abadaba Abadie, 0.670041665688
3, Abadie Abalardi, 9.53722159338
4, Abalardi Abbadabba, 5.97072383176
5, Abbadabba Abbaz, 5.60208549054
6, Abbaz Abbe, 0.312115993279
7, Abbe Abbess, 0.707109369474
8, Abbess Abbey, 1.55031693558
9, Abbey Abbie, 2.5860588627
10, Abbie Abbo, 5.01354769644
11, Abbo Abbot, 9.79229801967
12, Abbot Abbott, 1.8170545091
13, Abbott Abby, 6.37086245501
14, Abby Abd-ul-Hamid, 5.10072956923
15, Abd-ul-Hamid Abdenage, 3.63927226011
16, Abdenage Abdenour, 0.985704654612
17, Abdenour Abdul, 6.70793229053
18, Abdul Abdulla, 6.32833149931
19, Abdulla Abdullah, 0.347773569566
20, Abdullah Abe, 3.58880476658
21, Abe Abeel, 6.38140612113
22, Abeel Abel, 8.0948222736
23, Abel Abelson, 1.72775843795
24, Abelson Aben, 7.5893704974
25, Aben Aberaud, 4.64203297564
26, Aberaud Abercombie, 5.61130475437
27, Abercombie Abercrombie, 5.29168010422
28, Abercrombie Abernathy, 2.74446211945
29, Abernathy Aberson, 9.11776618649
30, Aberson Aberto, 2.80439255278
31, Aberto Abhart, 7.2467826089
32, Abhart Abigail, 4.10341607974
33, Abigail Abilene, 3.79728014933
34, Abilene Abiram, 2.45600706133
35, Abiram Able, 4.79932659852
36, Able Abner, 0.522995210981
37, Abner Aborigine, 3.67433930402
38, Aborigine Aboville, 9.48170271708
39, Aboville Abra, 4.53580207525
40, Abra Abraham, 7.68414538345
41, Abraham Abrahams, 7.67472437216
42, Abrahams Abramowitz, 4.96181537954
43, Abramowitz Abrams, 5.959374695
44, Abrams Abris, 8.87217652816
45, Abris Absalom, 2.05302293164
46, Absalom Abu, 5.44355630367
47, Abu Abyssinia, 1.34288259873
48, Abyssinia Academy, 3.89831479335
49, Academy Acaiuba, 0.793655116189
50, Acaiuba Acaro, 0.0145154016707
